256, 8, 0.0052598750
231, 8, 0.0053629540
206, 8, 0.0042873800
181, 8, 0.0035188070
156, 8, 0.0026155980
131, 8, 0.0024387610
106, 8, 0.0020504110
81, 8, 0.0014981880
56, 8, 0.0010644960
31, 8, 0.0004566740
256, 7, 0.0048653950
231, 7, 0.0041502030
206, 7, 0.0040474140
181, 7, 0.0033974300
156, 7, 0.0027813040
131, 7, 0.0022618790
106, 7, 0.0017302410
81, 7, 0.0014533860
56, 7, 0.0009867580
31, 7, 0.0004487570
256, 6, 0.0044142980
231, 6, 0.0039419510
206, 6, 0.0036531360
181, 6, 0.0029269650
156, 6, 0.0030307130
131, 6, 0.0021931510
106, 6, 0.0016916300
81, 6, 0.0014607250
56, 6, 0.0008671130
31, 6, 0.0004686980
256, 5, 0.0044942500
231, 5, 0.0038615350
206, 5, 0.0035776940
181, 5, 0.0030651600
156, 5, 0.0029318600
131, 5, 0.0021399860
106, 5, 0.0016250060
81, 5, 0.0013820000
56, 5, 0.0008068500
31, 5, 0.0004914900
256, 4, 0.0059848470
231, 4, 0.0049906470
206, 4, 0.0042688450
181, 4, 0.0037507250
156, 4, 0.0032861160
131, 4, 0.0022289290
106, 4, 0.0019095480
81, 4, 0.0012525080
56, 4, 0.0008496490
31, 4, 0.0004761890
256, 3, 0.0069576860
231, 3, 0.0066276240
206, 3, 0.0048198970
181, 3, 0.0051026170
156, 3, 0.0038456890
131, 3, 0.0030607380
106, 3, 0.0020364620
81, 3, 0.0016031210
56, 3, 0.0007780050
31, 3, 0.0004351340
256, 2, 0.0122916050
231, 2, 0.0119376250
206, 2, 0.0089046530
181, 2, 0.0075776960
156, 2, 0.0052340010
131, 2, 0.0043854820
106, 2, 0.0025846050
81, 2, 0.0016598430
56, 2, 0.0010879460
31, 2, 0.0004881990
256, 1, 0.0231650240
231, 1, 0.0190585860
206, 1, 0.0151027270
181, 1, 0.0118202220
156, 1, 0.0089045200
131, 1, 0.0064235690
106, 1, 0.0044837670
81, 1, 0.0027249120
56, 1, 0.0014344560
31, 1, 0.0005961830
65536, 16, 2.0465312040
58983, 16, 1.8597739360
52430, 16, 1.5756753130
45877, 16, 1.3300049650
39324, 16, 1.1969365410
32771, 16, 0.8965348380
26218, 16, 0.7996935960
19665, 16, 0.5147237050
13112, 16, 0.3766033810
6559, 16, 0.1792720940
65536, 15, 1.9557456640
58983, 15, 1.6961395570
52430, 15, 1.5706224910
45877, 15, 1.3185250770
39324, 15, 1.1495387120
32771, 15, 0.9418983300
26218, 15, 0.7230162600
19665, 15, 0.5606517220
13112, 15, 0.3415214340
6559, 15, 0.1723885100
65536, 14, 1.9263386220
58983, 14, 1.8202735290
52430, 14, 1.5431863760
45877, 14, 1.2916671260
39324, 14, 1.0863769050
32771, 14, 0.9017584510
26218, 14, 0.7142471810
19665, 14, 0.5205944040
13112, 14, 0.3287457140
6559, 14, 0.1588726500
65536, 13, 1.8944422870
58983, 13, 1.8689188410
52430, 13, 1.6051544930
45877, 13, 1.3064641470
39324, 13, 1.1546659710
32771, 13, 0.8963109830
26218, 13, 0.7020990780
19665, 13, 0.4943878840
13112, 13, 0.3289222770
6559, 13, 0.1686385160
65536, 12, 2.5105909390
58983, 12, 2.2469030110
52430, 12, 1.6457721900
45877, 12, 1.5126097720
39324, 12, 1.1606241150
32771, 12, 0.8720499030
26218, 12, 0.7489500810
19665, 12, 0.5337352830
13112, 12, 0.3321466190
6559, 12, 0.1587803800
65536, 11, 2.9043089980
58983, 11, 2.4000264770
52430, 11, 2.0664722150
45877, 11, 1.6583309070
39324, 11, 1.4475141990
32771, 11, 1.0330759390
26218, 11, 0.8087382680
19665, 11, 0.5456660540
13112, 11, 0.3829862530
6559, 11, 0.1624055250
65536, 10, 3.9896568480
58983, 10, 3.5282242940
52430, 10, 2.9518148980
45877, 10, 2.1728897110
39324, 10, 1.8317877520
32771, 10, 1.3275407750
26218, 10, 0.9227352810
19665, 10, 0.5596304070
13112, 10, 0.3563919260
6559, 10, 0.1553810600
65536, 9, 6.5556966120
58983, 9, 5.8263400170
52430, 9, 4.8307447130
45877, 9, 3.4949123510
39324, 9, 2.8607593110
32771, 9, 1.9427058020
26218, 9, 1.3261797540
19665, 9, 0.8184194380
13112, 9, 0.4381137010
6559, 9, 0.1895934200
65536, 8, 11.5051360310
58983, 8, 10.0502074200
52430, 8, 8.1003295380
45877, 8, 6.0184460110
39324, 8, 4.7574247580
32771, 8, 3.4454136310
26218, 8, 2.1339386420
19665, 8, 1.5008043820
13112, 8, 0.6540667620
6559, 8, 0.1842798100
65536, 7, 21.6773821660
58983, 7, 18.8369408130
65536, 16, 2.0130797810
58983, 16, 1.8544157490
52430, 16, 1.6575225360
45877, 16, 1.4481849690
39324, 16, 1.2209000900
32771, 16, 1.0276465170
26218, 16, 0.7483906210
19665, 16, 0.5593946250
13112, 16, 0.3725125600
6559, 16, 0.1711342430
65536, 15, 2.0341873500
58983, 15, 1.7583290100
52430, 15, 1.5860094460
45877, 15, 1.4270482810
39324, 15, 1.2568713360
32771, 15, 0.9092616780
26218, 15, 0.7326665400
19665, 15, 0.5170172570
13112, 15, 0.3441941310
6559, 15, 0.1486932650
65536, 14, 2.0275539660
58983, 14, 1.7315750360
52430, 14, 1.5737152210
45877, 14, 1.3268368980
39324, 14, 1.1853641730
32771, 14, 0.9385197910
26218, 14, 0.7442219100
19665, 14, 0.5361581890
13112, 14, 0.3352268030
6559, 14, 0.1648037100
65536, 13, 2.0360569250
58983, 13, 1.8603709320
52430, 13, 1.5296446840
45877, 13, 1.3511686470
39324, 13, 1.0920060770
32771, 13, 0.9519899970
26218, 13, 0.6898421740
19665, 13, 0.5418663550
13112, 13, 0.3319023320
6559, 13, 0.1539504020
65536, 12, 2.4137576100
58983, 12, 2.0698043060
52430, 12, 1.6417785080
45877, 12, 1.7004526200
39324, 12, 1.2610429880
32771, 12, 0.9207500320
26218, 12, 0.6882745170
19665, 12, 0.5136024850
13112, 12, 0.3235407700
6559, 12, 0.1487753630
65536, 11, 3.3503086030
58983, 11, 2.7079824700
52430, 11, 2.1688622420
45877, 11, 1.7289239680
39324, 11, 1.5702438700
32771, 11, 1.0178092490
26218, 11, 0.8532763960
19665, 11, 0.5521672490
13112, 11, 0.3292924350
6559, 11, 0.1697052610
65536, 10, 3.6663960770
58983, 10, 3.0890988110
52430, 10, 3.0736519790
45877, 10, 2.2768973560
39324, 10, 1.8062263180
32771, 10, 1.4235748560
26218, 10, 0.9285629980
19665, 10, 0.5924744520
13112, 10, 0.3889890070
6559, 10, 0.1660937700
65536, 9, 7.1259786860
58983, 9, 5.3437706210
52430, 9, 4.6696067810
45877, 9, 3.6255957850
39324, 9, 2.9168602740
32771, 9, 1.9208174360
26218, 9, 1.2745016640
19665, 9, 0.9269878020
13112, 9, 0.5163914830
6559, 9, 0.1591876770
65536, 8, 12.7437710550
58983, 8, 10.1192962530
52430, 8, 8.0629799660
45877, 8, 5.9593338330
39324, 8, 4.7699349850
32771, 8, 3.2372230900
26218, 8, 2.1580070250
19665, 8, 1.4148073500
13112, 8, 0.7545845190
6559, 8, 0.2092968070
65536, 7, 24.1976992310
58983, 7, 18.8839001970
52430, 7, 14.6100285810
45877, 7, 11.9337704330
39324, 7, 8.6844508990
32771, 7, 6.2026550750
26218, 7, 3.8679720030
19665, 7, 2.1811518170
13112, 7, 0.9414164380
6559, 7, 0.3106881050
65536, 6, 46.7736908240
58983, 6, 37.1791118440
52430, 6, 28.0712825610
45877, 6, 23.1329797160
39324, 6, 17.2641008290
32771, 6, 11.8609005340
26218, 6, 7.2418087740
19665, 6, 4.0226311430
13112, 6, 1.8752638230
6559, 6, 0.5393089380
65536, 5, 100.0912495910
58983, 5, 74.5425648460
52430, 5, 63.1324687210
45877, 5, 44.8372946260
39324, 5, 33.8182116330
32771, 5, 22.8081468230
26218, 5, 15.0092970140
19665, 5, 8.4266372350
13112, 5, 3.3306643420
6559, 5, 0.8827793620
